-175.86436830,-0.52916132
-176.04459757,-1.29954289
-176.22333601,-2.07027086
-176.40040836,-2.84138556
-176.57566102,-3.61291150
-176.74921973,-4.38482340
-176.92143406,-5.15705508
-177.09119378,-5.92967666
-177.25789202,-6.70273064
-177.42153903,-7.47621393
-177.58215454,-8.25012271
-177.73975827,-9.02445320
-177.89436997,-9.79920157
-178.04600935,-10.57436403
-178.19469616,-11.34993677
-178.34045011,-12.12591599
-178.48329095,-12.90229788
-178.62323840,-13.67907864
-178.76031219,-14.45625446
-178.89453205,-15.23382154
-179.02591771,-16.01177608
-179.15448890,-16.79011426
-179.28026536,-17.56883230
-179.40326682,-18.34792637
-179.52351299,-19.12739268
-179.64102362,-19.90722742
-179.75581844,-20.68742679
-179.86791717,-21.46798698
-179.97733954,-22.24890418
-180.08410529,-23.03017461
-180.18823415,-23.81179444
-180.28974585,-24.59375987
-180.38866011,-25.37606711
-180.48499666,-26.15871234
-180.57877525,-26.94169176
-180.67001560,-27.72500157
-180.75873743,-28.50863796
-180.84496048,-29.29259713
-180.92870448,-30.07687527
-181.00998916,-30.86146858
-181.08883425,-31.64637325
-181.16525949,-32.43158548
-181.23928459,-33.21710147
-181.31092929,-34.00291740
-181.38021333,-34.78902948
-181.44715643,-35.57543391
-181.51177832,-36.36212687
-181.57409873,-37.14910456
-181.63413740,-37.93636318
-181.69191405,-38.72389892
-181.74744841,-39.51170798
-181.80076022,-40.29978655
-181.85186920,-41.08813083
-181.90079509,-41.87673702
-181.94755762,-42.66560131
-181.99217651,-43.45471989
-182.03467150,-44.24408896
-182.07506231,-45.03370472
-182.11336868,-45.82356336
-182.14961034,-46.61366108
-182.18380702,-47.40399408
-182.21597844,-48.19455854
-182.24614435,-48.98535066
-182.27432446,-49.77636665
-182.30053851,-50.56760268
-182.32480623,-51.35905497
-182.34714736,-52.15071971
-182.36758161,-52.94259308
-182.38612873,-53.73467130
-182.40280843,-54.52695054
-182.41764046,-55.31942701
-182.43064454,-56.11209691
-182.44184040,-56.90495642
-182.45124778,-57.69800175
-182.45888640,-58.49122908
-182.46477600,-59.28463462
-182.46893629,-60.07821457
-182.47138703,-60.87196510
-182.47214792,-61.66588243
-182.47123872,-62.45996275
-182.46867914,-63.25420224
-182.46448891,-64.04859712
-182.45868777,-64.84314356
-182.45129545,-65.63783778
-182.44233168,-66.43267596
-182.43181618,-67.22765430
-182.41976870,-68.02276899
-182.40620895,-68.81801624
-182.39115667,-69.61339223
-182.37463159,-70.40889316
-182.35665344,-71.20451523
-182.33724195,-72.00025463
-182.31641685,-72.79610756
-182.29419787,-73.59207021
-182.27060474,-74.38813878
-182.24565720,-75.18430946
-182.21937496,-75.98057845
-182.19177777,-76.77694195
-182.16288535,-77.57339615
-182.13271744,-78.36993724
-182.10129376,-79.16656143
-182.06863404,-79.96326490
-182.03475802,-80.76004385
-181.99968542,-81.55689449
-181.96343598,-82.35381299
-181.92602942,-83.15079556
-181.88748548,-83.94783840
-181.84782388,-84.74493770
-181.80706437,-85.54208965
-181.76522666,-86.33929046
-181.72233048,-87.13653630
-181.67839558,-87.93382339
-181.63344167,-88.73114792
-181.58748850,-89.52850608
-181.54055578,-90.32589407
-181.49266325,-91.12330808
-181.44383064,-91.92074431
-181.39407768,-92.71819895
-181.34342411,-93.51566820
-181.29188964,-94.31314826
-181.23949402,-95.11063532
-181.18625696,-95.90812557
-181.13219821,-96.70561522
-181.07733750,-97.50310045
-181.02169454,-98.30057746
-180.96528908,-99.09804245
-180.90814084,-99.89549162
-180.85026956,-100.69292115
-180.79169496,-101.49032725
-180.73243678,-102.28770611
-180.67251474,-103.08505392
-180.61194858,-103.88236689
-180.55075803,-104.67964120
-180.48896281,-105.47687305
-180.42658266,-106.27405864
-180.36363730,-107.07119416
-180.30014648,-107.86827581
-180.23612991,-108.66529978
-180.17160733,-109.46226227
-180.10659847,-110.25915947
-180.04112306,-111.05598759
-179.97520083,-111.85274281
-179.90885151,-112.64942133
-179.84209483,-113.44601935
-179.77495052,-114.24253305
-179.70743831,-115.03895865
-179.63957793,-115.83529233
